CustomerID,Recency,Frequency,Monetary,TotalQuantity,AvgOrderValue,UniqueProducts,AvgDaysBetweenPurchases,FavShoppingDay,FavShoppingHour,Is_UK,MonthlySpendMean,MonthlySpendSTD,SpendingTrend,Cluster
12422.0,96,3,683.5600000000001,367,227.85333333333327,38,6.162162162162162,Friday,9,0,227.85333333333332,75.39590528227203,-8.99061224489796,1
12423.0,1,8,1634.31,1324,204.28875,96,3.0086206896551726,Monday,10,0,204.28875,79.90129168230011,-4.788775510204083,2
12424.0,163,2,1760.96,740,880.4799999999998,30,0.0,Thursday,12,0,1760.96,0.0,0.0,2
12425.0,78,1,777.2,496,777.1999999999999,36,0.0,Thursday,17,0,777.2,0.0,0.0,2
12426.0,195,1,510.73,254,510.72999999999996,29,0.0,Sunday,12,0,510.73,0.0,0.0,1
12427.0,22,3,699.8,526,233.26666666666665,25,12.925925925925926,Friday,15,0,233.26666666666665,25.629782155401436,-2.5929729729729725,1
12429.0,9,4,3388.4,1538,847.1,81,3.817204301075269,Monday,12,0,847.1,325.3753528875023,-8.287808764940241,2
12430.0,43,1,216.4,116,216.4,10,0.0,Thursday,15,0,216.4,0.0,0.0,1
12431.0,36,15,6314.95,2889,420.9966666666667,162,1.4372294372294372,Thursday,14,0,789.36875,249.8343695009327,11.43676229508197,0
12434.0,85,2,806.14,394,403.07,46,3.5714285714285716,Friday,12,0,403.07,165.20842835642495,38.94,1
12436.0,100,1,429.01000000000005,209,429.01,15,0.0,Thursday,12,0,429.01000000000005,0.0,0.0,1
12437.0,2,18,4447.41,2894,247.07833333333332,117,1.7595628415300546,Wednesday,9,0,444.741,375.2729457771,25.50940042826552,0
12438.0,14,2,2466.85,1169,1233.425,83,1.3157894736842106,Friday,13,0,1233.425,655.2829251933855,231.6775,2
12441.0,367,1,155.55,120,155.55,10,0.0,Wednesday,10,0,155.55,0.0,0.0,1
12442.0,3,1,144.06,181,144.06,11,0.0,Tuesday,14,0,144.06,0.0,0.0,1
12444.0,21,5,4085.46,1130,817.092,137,0.8713450292397661,Tuesday,14,0,817.092,595.3342472678689,-224.20864864864865,2
12445.0,22,1,77.4,60,77.4,3,0.0,Thursday,18,0,77.4,0.0,0.0,1
12446.0,58,1,1002.3100000000001,351,1002.3100000000001,57,0.0,Thursday,12,0,1002.3100000000001,0.0,0.0,2
12447.0,243,1,431.49,187,431.49,25,0.0,Sunday,13,0,431.49,0.0,0.0,1
12448.0,44,1,365.45,240,365.4500000000001,21,0.0,Wednesday,13,0,365.45,0.0,0.0,1
12449.0,22,4,3596.29,1523,899.0725,117,0.8763440860215054,Thursday,9,0,899.0725,233.06767291568633,95.1403846153846,2
12450.0,156,2,197.88,128,98.94,7,2.4285714285714284,Sunday,14,0,98.94,4.157787873376896,-5.8799999999999955,1
12452.0,17,1,348.57,181,348.57,20,0.0,Wednesday,8,0,348.57,0.0,0.0,1
12453.0,134,1,707.09,473,707.0899999999999,43,0.0,Thursday,14,0,707.09,0.0,0.0,1
12455.0,73,5,2339.86,2084,467.97199999999975,84,2.642857142857143,Wednesday,9,0,467.97200000000004,685.4232305079834,-228.64465753424665,2
12456.0,44,3,2581.04,1618,860.3466666666667,104,1.7272727272727273,Wednesday,15,0,860.3466666666667,160.58273703400792,0.267027027027032,2
12457.0,66,6,2043.23,835,340.53833333333324,52,2.9310344827586206,Wednesday,15,0,681.0766666666667,420.09769355869275,-78.17387096774195,2
12458.0,71,2,787.4,502,393.70000000000005,34,6.085714285714285,Monday,10,0,393.70000000000005,44.94370701221694,9.08,1
12461.0,155,1,626.88,282,626.88,34,0.0,Friday,10,0,626.88,0.0,0.0,1
12462.0,19,2,937.59,527,468.795,50,4.813559322033898,Wednesday,14,0,468.79499999999996,177.22217256878443,-27.847777777777786,2
12463.0,53,4,1200.78,768,300.195,64,2.3846153846153846,Tuesday,14,0,300.195,27.298125088242475,4.879277108433738,1
12464.0,10,8,957.05,95,119.63124999999998,5,14.095238095238095,Thursday,13,0,191.41,124.156153693645,3.2670353982300924,1
12465.0,17,2,682.1899999999999,475,341.095,45,3.4545454545454546,Thursday,13,0,341.095,98.77574626394885,-27.938000000000002,1
12468.0,188,2,657.54,362,328.77,35,3.657142857142857,Sunday,11,0,328.77000000000004,203.9013114229529,57.672000000000004,1
12472.0,32,7,6068.11,4120,866.8728571428571,218,1.0090634441087614,Wednesday,14,0,866.8728571428572,456.1671834870152,-39.33333333333333,0
12473.0,54,3,2585.73,2394,861.91,138,0.8616352201257862,Monday,11,0,861.91,620.4900304597971,245.57250000000002,2
12474.0,17,18,6694.09,4798,371.8938888888889,252,0.7481481481481481,Tuesday,10,0,743.7877777777778,434.67153509224,63.20607843137255,0
12475.0,54,1,669.38,532,669.3799999999999,35,0.0,Monday,10,0,669.38,0.0,0.0,2
12476.0,16,11,5898.42,2357,536.22,176,1.5291479820627802,Thursday,10,0,655.38,573.1895823809083,95.7357337883959,0
12478.0,4,1,545.99,233,545.9900000000001,35,0.0,Tuesday,9,0,545.99,0.0,0.0,1
12479.0,11,1,473.2,382,473.20000000000005,30,0.0,Monday,13,0,473.2,0.0,0.0,1
12480.0,28,4,2885.63,1685,721.4075,128,2.0604026845637584,Friday,14,0,721.4075,206.03467626834077,21.247203389830506,2
12481.0,23,10,5003.82,3262,500.38199999999995,149,1.6376811594202898,Monday,10,0,714.8314285714285,309.62487531573703,-0.14750000000000493,0
12483.0,17,8,1910.98,1094,238.87250000000003,45,4.731343283582089,Tuesday,11,0,272.9971428571429,93.75036617071346,1.606672794117647,2
12484.0,35,4,3939.32,2166,984.8299999999999,255,0.8875739644970414,Friday,13,0,984.83,212.39512109901838,-18.409056603773596,2
12488.0,10,3,1244.66,526,414.88666666666677,45,1.2264150943396226,Wednesday,10,0,414.8866666666667,178.04314261811191,-38.089999999999975,2
12489.0,336,1,298.93,103,298.93,14,0.0,Friday,13,0,298.93,0.0,0.0,1
12490.0,5,10,4859.93,3033,485.99300000000005,130,1.3717948717948718,Wednesday,13,0,607.49125,345.208488533172,21.129621542940317,0
12491.0,39,1,424.40000000000003,258,424.40000000000003,24,0.0,Tuesday,12,0,424.40000000000003,0.0,0.0,1
12492.0,63,2,227.21,190,113.60500000000002,18,2.4705882352941178,Friday,15,0,113.60500000000002,7.37512372777568,5.214999999999996,1
12493.0,166,2,379.74,204,189.87,18,1.631578947368421,Thursday,14,0,189.87,9.376235918533613,-13.259999999999991,1
12494.0,16,7,1084.1000000000001,698,154.87142857142857,62,4.942857142857143,Friday,13,0,180.68333333333337,109.22480939176168,2.5831985940246054,1
12497.0,82,1,953.1,1231,953.1,13,0.0,Monday,12,0,953.1,0.0,0.0,2
12498.0,21,3,349.70000000000005,156,116.56666666666666,20,1.8,Thursday,9,0,174.85000000000002,51.47737367038069,-72.80000000000004,1
12500.0,23,11,4059.82,2667,369.0745454545455,33,6.019607843137255,Friday,10,0,579.9742857142858,560.3410706244648,75.08632530120482,2
12502.0,96,5,2995.87,794,599.174,101,1.5106382978723405,Thursday,11,0,599.174,183.36386675133136,43.2341935483871,2
12504.0,18,2,428.04999999999995,87,214.02499999999998,5,1.7142857142857142,Wednesday,14,0,428.04999999999995,0.0,0.0,1
12506.0,233,1,73.5,23,73.50000000000001,23,0.0,Thursday,8,0,73.5,0.0,0.0,1
12507.0,134,3,1052.81,885,350.93666666666667,18,9.11111111111111,Monday,9,0,526.405,232.27750655196897,65.698,1
12508.0,26,2,397.88,271,198.94,57,0.029850746268656716,Thursday,16,0,397.88,0.0,0.0,1
12509.0,284,1,158.5,54,158.5,6,0.0,Monday,14,0,158.5,0.0,0.0,1
12510.0,143,2,814.5699999999999,347,407.285,28,6.066666666666666,Tuesday,14,0,407.28499999999997,268.36823666373033,-63.254999999999995,1
12512.0,66,2,132.18,96,66.09,31,0.0,Tuesday,14,0,132.18,0.0,0.0,1
12513.0,113,1,558.29,459,558.2900000000001,34,0.0,Friday,10,0,558.29,0.0,0.0,1
12514.0,267,1,1017.68,440,1017.6800000000001,51,0.0,Thursday,16,0,1017.68,0.0,0.0,2
12515.0,353,1,278.7,128,278.7,15,0.0,Tuesday,15,0,278.7,0.0,0.0,1
12516.0,78,2,1186.06,868,593.03,19,4.434782608695652,Friday,9,0,593.03,90.26925168627467,42.55333333333332,2
12517.0,28,4,2301.6,1351,575.4,231,0.5818181818181818,Thursday,15,0,575.4,170.17447419242015,-61.70384615384617,2
12518.0,1,5,1840.89,1306,368.178,83,0.9152542372881356,Friday,10,0,368.178,80.32590690431078,-0.9319999999999994,2
12519.0,64,1,276.84,172,276.84000000000003,16,0.0,Friday,9,0,276.84,0.0,0.0,1
12520.0,79,5,2346.2599999999998,1423,469.25200000000007,120,1.321917808219178,Friday,11,0,586.565,357.4529604950373,-93.59800000000001,2
12521.0,143,1,545.68,306,545.68,37,0.0,Wednesday,10,0,545.68,0.0,0.0,1
12522.0,39,2,156.72,192,78.36000000000001,10,1.3333333333333333,Monday,14,0,156.72,0.0,0.0,1
12523.0,19,11,1699.77,860,154.52454545454546,83,3.0495049504950495,Wednesday,9,0,188.86333333333334,95.12108914431121,19.30873469387755,2
12524.0,9,8,3945.72,3669,493.21500000000003,112,2.3777777777777778,Thursday,13,0,563.6742857142857,404.1130053115153,17.161337579617836,2
12526.0,1,3,1172.66,624,390.88666666666677,63,1.3880597014925373,Monday,9,0,390.8866666666667,131.05017410645945,-84.21999999999998,2
12527.0,82,3,330.71000000000004,233,110.23666666666666,17,15.1875,Tuesday,12,0,110.23666666666668,44.460018368567205,-8.668684210526317,1
12528.0,9,6,1645.48,740,274.24666666666667,49,3.552941176470588,Monday,9,0,274.24666666666667,92.25483936719347,-11.525129310344827,1
12530.0,60,4,1500.28,904,375.07000000000005,50,4.524590163934426,Tuesday,10,0,375.07000000000005,29.910755033376642,6.660307692307689,1
12531.0,15,1,125.22,45,125.22,17,0.0,Friday,11,0,125.22,0.0,0.0,1
12532.0,30,1,313.83000000000004,151,313.83,15,0.0,Wednesday,13,0,313.83000000000004,0.0,0.0,1
12534.0,131,1,981.18,645,981.1800000000001,62,0.0,Monday,10,0,981.18,0.0,0.0,2
12535.0,92,2,716.35,219,358.175,28,2.8484848484848486,Monday,12,0,358.17499999999995,18.773685040502826,-8.850000000000003,1
12538.0,29,1,363.95,191,363.95,21,0.0,Thursday,17,0,363.95,0.0,0.0,1
12540.0,20,17,11580.24,6620,681.190588235294,276,0.7260869565217392,Tuesday,10,0,1052.749090909091,610.3284231863128,53.25157179818888,0
12541.0,30,3,841.18,675,280.3933333333333,45,5.208333333333333,Thursday,10,0,280.3933333333334,82.72280540052623,11.97591836734693,1
12544.0,36,1,316.7,134,316.70000000000005,18,0.0,Thursday,16,0,316.7,0.0,0.0,1
12545.0,75,2,832.39,517,416.195,41,3.9148936170212765,Friday,12,0,416.195,180.95569637344934,-42.651666666666664,1
12546.0,47,2,1021.5,628,510.75,58,0.4696969696969697,Friday,9,0,510.75,233.98163389462857,-330.90000000000003,2
12547.0,198,2,151.79999999999998,132,75.9,6,16.4,Friday,12,0,75.9,78.48885271170678,-55.5,1
12548.0,166,1,67.19999999999999,48,67.19999999999999,4,0.0,Sunday,15,0,67.19999999999999,0.0,0.0,1
12550.0,79,1,824.83,564,824.8299999999999,56,0.0,Wednesday,14,0,824.83,0.0,0.0,2
12551.0,358,1,168.0,100,168.0,10,0.0,Friday,11,0,168.0,0.0,0.0,1
12552.0,40,1,317.82,85,317.82,19,0.0,Monday,12,0,317.82,0.0,0.0,1
12553.0,8,10,3278.28,1942,327.828,94,1.7513812154696133,Friday,10,0,364.25333333333333,184.23845445508925,-2.0137627986348097,2
12556.0,50,2,599.56,355,299.78,100,0.847457627118644,Monday,13,0,299.78,12.68549565448664,-5.9799999999999995,1
12558.0,8,1,269.96,196,269.96000000000004,11,0.0,Friday,10,0,269.96,0.0,0.0,1
12559.0,311,2,525.71,281,262.85499999999996,20,0.42105263157894735,Monday,10,0,262.855,264.8185606221739,-374.51,1
12560.0,5,2,1918.01,1098,959.0050000000001,90,1.3431372549019607,Tuesday,15,0,959.005,471.3644514067644,-133.32199999999997,2
12561.0,303,1,238.85,177,238.85,16,0.0,Thursday,11,0,238.85,0.0,0.0,1
12562.0,8,7,3385.7400000000002,1757,483.6771428571428,98,1.175,Thursday,8,0,483.6771428571428,99.97234729568733,19.711956521739136,2
12564.0,261,1,402.9,130,402.90000000000003,20,0.0,Wednesday,14,0,402.9,0.0,0.0,1
12565.0,289,1,145.92,80,145.92000000000002,9,0.0,Thursday,10,0,145.92,0.0,0.0,1
12566.0,86,1,297.65,262,297.65,18,0.0,Wednesday,14,0,297.65,0.0,0.0,1
12567.0,23,10,8609.28,4261,860.9279999999999,322,0.7848970251716247,Sunday,11,0,1229.8971428571426,541.247294333939,-32.69344339622643,0
12569.0,2,32,3152.69,1747,98.5215625,91,1.5192307692307692,Thursday,14,0,350.2988888888889,166.69074265270734,16.925666666666668,0
12571.0,40,2,519.61,523,259.805,31,2.4545454545454546,Monday,10,0,259.805,16.199816356983792,11.454999999999998,1
12572.0,9,2,912.42,446,456.2099999999999,52,0.7543859649122807,Wednesday,8,0,456.21000000000004,31.862231560265855,-22.53,1
12573.0,227,1,160.54000000000002,84,160.54,26,0.0,Tuesday,15,0,160.54000000000002,0.0,0.0,1
12574.0,316,1,182.45000000000002,59,182.45000000000002,10,0.0,Friday,9,0,182.45000000000002,0.0,0.0,1
12576.0,36,5,1315.83,967,263.166,72,3.0804597701149423,Friday,10,0,263.166,80.57712628283537,14.094999999999994,1
12577.0,35,3,622.65,468,207.54999999999998,136,2.2430555555555554,Friday,13,0,311.325,163.24974257253822,20.98818181818182,1
12578.0,21,2,2402.51,1182,1201.255,110,2.774774774774775,Thursday,15,0,1201.255,298.97181815348426,-42.281000000000006,2
12579.0,78,1,386.42,282,386.41999999999996,28,0.0,Thursday,17,0,386.42,0.0,0.0,1
12580.0,247,1,379.7,236,379.7,23,0.0,Thursday,10,0,379.7,0.0,0.0,1
12581.0,40,1,179.71,160,179.70999999999998,14,0.0,Monday,8,0,179.71,0.0,0.0,1
12582.0,239,2,351.36,296,175.67999999999995,20,2.5789473684210527,Thursday,11,0,175.68,14.877526676164944,10.519999999999996,1
12583.0,3,15,6705.38,5028,447.0253333333333,114,1.5757575757575757,Friday,12,0,558.7816666666666,264.7256884822934,3.6558724202626682,0
12584.0,4,9,2254.15,413,250.46111111111108,43,2.893617021276596,Tuesday,13,0,281.76875,201.1248731820607,12.091806722689077,2
12585.0,234,2,1824.1,1267,912.0499999999998,76,1.3928571428571428,Thursday,12,0,912.05,343.3710529441874,-121.39999999999998,2
12586.0,17,1,196.94000000000003,79,196.94000000000003,11,0.0,Tuesday,16,0,196.94000000000003,0.0,0.0,1
12587.0,8,1,104.0,50,104.0,3,0.0,Friday,12,0,104.0,0.0,0.0,1
12588.0,39,1,174.89999999999998,52,174.89999999999998,9,0.0,Monday,15,0,174.89999999999998,0.0,0.0,1
12589.0,29,2,574.68,302,287.34000000000003,28,3.59375,Friday,10,0,287.34000000000003,245.84688568293882,86.92,1
12591.0,317,1,368.85,225,368.84999999999997,25,0.0,Wednesday,14,0,368.85,0.0,0.0,1
12592.0,92,2,401.6,288,200.8,10,8.066666666666666,Thursday,13,0,200.8,18.384776310850235,-6.5,1
12593.0,109,3,382.09999999999997,204,127.36666666666663,13,5.7894736842105265,Thursday,9,0,191.05,12.657211383239215,-5.966666666666669,1
12594.0,38,9,3208.2200000000003,1772,356.4688888888889,49,2.4867256637168142,Monday,12,0,356.4688888888889,257.42545180325726,19.506233031674217,2
12596.0,51,2,450.27,468,225.135,24,7.916666666666667,Monday,13,0,225.135,15.817978695143072,3.728333333333334,1
12597.0,19,4,3195.22,2214,798.8050000000001,183,1.2338308457711442,Sunday,13,0,798.8050000000001,760.8856396988973,58.2029268292683,2
12598.0,10,7,2807.08,1952,401.0114285714285,83,2.1587301587301586,Friday,12,0,561.4159999999999,310.48515243083693,27.185163934426235,2
12599.0,29,7,888.58,948,126.94000000000004,31,5.037037037037037,Tuesday,13,0,148.09666666666666,65.35278958595929,-9.640219780219784,1
12600.0,29,10,2311.04,758,231.10399999999998,31,6.39622641509434,Friday,10,0,256.78222222222223,79.07218328492294,5.14233695652174,1
12601.0,190,5,487.06,240,97.41199999999999,20,6.409090909090909,Thursday,10,0,97.412,30.536367170965182,-8.543255813953488,1
12602.0,59,1,153.12,162,153.12,12,0.0,Wednesday,11,0,153.12,0.0,0.0,1
12603.0,22,1,613.1999999999999,56,613.1999999999999,1,0.0,Friday,10,0,613.1999999999999,0.0,0.0,1
12604.0,79,2,236.18,200,118.08999999999997,14,13.0,Wednesday,12,0,118.09,59.976797180242954,-14.136666666666665,1
12607.0,60,1,1579.51,1228,1579.51,101,0.0,Monday,16,0,1579.51,0.0,0.0,2
12609.0,78,3,964.85,639,321.6166666666667,56,4.285714285714286,Monday,15,0,321.6166666666667,89.68371777158512,7.773775510204081,1
12610.0,23,4,1747.54,1039,436.8850000000001,84,1.00990099009901,Friday,13,0,582.5133333333333,465.86117034298246,-303.8114285714285,2
12611.0,52,1,1193.32,846,1193.32,65,0.0,Tuesday,13,0,1193.32,0.0,0.0,2
12612.0,74,1,668.0400000000001,260,668.04,18,0.0,Monday,15,0,668.0400000000001,0.0,0.0,1
12613.0,57,4,3092.38,1630,773.095,123,1.3783783783783783,Thursday,14,0,1030.7933333333333,633.1802376364358,161.06153846153845,2
12614.0,278,1,315.6,76,315.59999999999997,20,0.0,Monday,10,0,315.6,0.0,0.0,1
12615.0,2,4,2093.19,1365,523.2975000000001,81,1.65,Thursday,10,0,523.2975,97.06097924329151,-20.11261904761904,2
12616.0,95,2,641.3,280,320.65,24,6.9655172413793105,Monday,15,0,320.65,142.90628047780126,28.871428571428574,1
12617.0,29,1,352.98,210,352.97999999999996,39,0.0,Thursday,14,0,352.98,0.0,0.0,1
12618.0,22,1,137.31,95,137.31,10,0.0,Friday,11,0,137.31,0.0,0.0,1
12619.0,16,8,2945.56,3360,368.19499999999994,48,2.9012345679012346,Thursday,14,0,490.9266666666667,215.12596818298496,59.79217391304349,2
12620.0,15,3,1303.41,1179,434.47,88,2.1,Friday,10,0,434.46999999999997,110.35854429993172,-34.79571428571429,2
12622.0,232,1,162.1,68,162.09999999999997,10,0.0,Thursday,16,0,162.1,0.0,0.0,1
12623.0,276,1,269.1,189,269.1,17,0.0,Tuesday,13,0,269.1,0.0,0.0,1
12624.0,106,2,569.13,351,284.565,35,2.0285714285714285,Thursday,12,0,284.565,29.168154723945086,20.625,1
12625.0,212,2,2413.82,1597,1206.9100000000003,72,1.2891566265060241,Monday,13,0,1206.9099999999999,542.6478860181801,-191.85499999999996,2
12626.0,23,9,5954.48,3416,661.6088888888889,231,1.056338028169014,Thursday,11,0,992.4133333333333,464.6191057486407,-26.231989389920418,0
12627.0,11,6,4082.53,2730,680.4216666666666,161,0.5695067264573991,Thursday,15,0,816.506,236.18740923258378,-32.29099999999999,2
12628.0,4,3,732.46,445,244.15333333333334,33,1.5945945945945945,Thursday,9,0,244.15333333333334,62.90710002323534,-59.194999999999986,1
12630.0,10,2,1030.88,542,515.44,59,0.5573770491803278,Thursday,10,0,515.44,93.83306986345485,-132.69999999999993,2
12631.0,57,1,480.5,232,480.50000000000006,30,0.0,Thursday,13,0,480.5,0.0,0.0,1
12633.0,59,4,1929.98,1149,482.495,72,2.375,Friday,10,0,482.495,346.2490135244673,-96.24993197278911,2
12635.0,90,2,1509.18,1162,754.5900000000001,95,0.6632653061224489,Sunday,11,0,754.5899999999999,176.70598461851824,124.94999999999999,2
12637.0,67,8,5804.9,2983,725.6125,204,0.671957671957672,Monday,15,0,967.4833333333332,908.8185601244435,43.893263157894744,0
12638.0,33,1,511.69,573,511.6900000000001,38,0.0,Sunday,13,0,511.69,0.0,0.0,1
12639.0,239,1,366.1,198,366.1,21,0.0,Friday,12,0,366.1,0.0,0.0,1
12640.0,24,3,994.58,301,331.5266666666667,46,1.163265306122449,Monday,12,0,497.29,250.74006460874978,-177.3,2
12641.0,115,1,145.9,71,145.9,9,0.0,Tuesday,13,0,145.9,0.0,0.0,1
12642.0,25,3,905.26,546,301.7533333333333,38,1.9069767441860466,Wednesday,9,0,301.75333333333333,40.08007027605282,-8.634999999999987,1
12643.0,128,6,3041.64,1788,506.94,10,11.882352941176471,Tuesday,12,0,760.41,246.70223914670902,19.283076923076937,2
12644.0,130,1,477.91,325,477.90999999999997,31,0.0,Tuesday,10,0,477.91,0.0,0.0,1
12645.0,34,4,1631.18,1076,407.79499999999996,57,4.132352941176471,Monday,12,0,407.795,51.7881128574245,8.139269406392698,2
12646.0,5,2,1346.97,897,673.485,43,1.0,Friday,12,0,673.4849999999999,82.31430039792593,-58.204999999999984,2
12647.0,22,12,3146.82,1399,262.235,77,3.1481481481481484,Sunday,12,0,393.3525,255.332310123214,-48.83586497890295,2
